ID,item_cnt_month
342,0.3881884
343,0.5666813
344,0.21695836
345,0.122365884
346,3.8393116
347,2.2545955
348,0.13234133
349,0.40682957
350,0.20928946
351,0.7335953
352,0.073622234
353,0.18954724
354,0.5024715
355,0.67079437
356,0.53008485
357,1.2345144
358,0.30968982
359,0.68893963
360,0.8526841
361,4.927382
362,0.6830715
363,1.1629816
364,1.0215318
365,0.51823354
366,0.42396346
367,0.07502573
368,0.14766185
369,0.5351454
370,0.79291755
371,1.3320616
372,0.9278774
373,0.6184998
374,1.5827059
375,2.1355982
376,0.70832396
377,0.24061538
378,0.38733616
379,0.25299627
380,2.0024245
381,0.46676603
382,0.46361902
383,0.27185005
384,1.1420346
385,0.2737682
386,0.5850623
387,0.8603611
388,0.17933927
389,0.11594384
390,0.060518898
391,0.4348391
392,0.14446329
393,0.6380512
394,0.29695365
395,0.05733883
396,2.24943
397,1.1006726
398,0.1398969
399,0.25936064
400,0.7232493
401,0.2806572
402,2.8542442
403,3.464629
404,0.80572337
405,0.20054989
406,0.38665745
407,0.086868145
408,0.2392754
409,4.099652
410,0.1934562
411,1.5557252
412,0.43895853
413,0.7743881
414,0.120487235
415,4.5675616
416,3.1018476
417,3.6263878
418,3.3871658
419,0.21682967
420,0.585741
421,1.7202129
422,0.37815678
423,0.818113
424,0.45702645
425,0.40816483
426,4.569367
427,0.7454588
428,1.1470712
429,0.22333756
430,1.2442825
431,1.0752931
432,0.08579571
433,0.17458211
434,0.1357528
435,1.2906457
436,0.08341745
437,0.9221702
438,0.31237018
439,0.39416242
440,0.19423574
441,0.27938324
442,0.5383617
443,0.22310485
444,0.41679662
445,1.1007391
446,0.39827153
447,0.28529266
448,0.3878922
449,0.45304453
450,0.27594265
451,0.23827311
452,0.28173703
453,0.2445025
454,0.4202983
455,0.20776416
456,0.7542698
457,0.062072456
458,1.320145
459,1.0884575
460,17.371523
461,1.1793771
462,0.3317946
463,0.3513982
464,0.7536397
465,0.47087342
466,0.2282666
467,0.3881884
468,0.2529543
469,0.23157069
470,0.38926506
471,0.18077648
472,0.093627244
473,0.071712956
474,0.51945126
475,0.69976634
476,0.080676235
477,0.253009
478,0.07184156
479,0.23562093
480,0.36960238
481,0.36960238
482,0.139314
483,0.2810211
484,0.78137714
485,0.4603068
486,0.6310191
487,0.3792489
488,0.27052763
489,2.0499687
490,0.30023545
491,0.16542684
492,1.0131161
493,0.040181253
494,0.30338523
495,0.19790827
496,0.1345399
497,4.1521716
498,3.9916973
499,0.47055122
500,2.8564785
501,0.6063873
502,0.68199915
503,0.120793626
504,0.80637
505,0.9187839
506,1.2055767
507,0.17101516
508,0.5965142
509,0.37474054
510,0.24911156
511,0.12534764
512,0.19783333
513,0.21682967
514,0.11692755
515,4.96554
516,0.19525595
517,0.70519656
518,1.0495292
519,0.77726614
520,0.61356795
521,0.23131709
522,1.108727
523,1.3130723
524,0.1963803
525,0.9052553
526,0.25733304
527,0.19896312
528,0.070498705
529,0.08579571
530,1.473733
531,0.40879717
532,0.19138482
533,0.19384593
534,0.061961737
535,0.122466646
536,2.5801575
537,0.16020283
538,0.23825458
539,0.21113205
540,0.82722783
541,3.6263878
542,0.11123071
543,0.28688943
544,0.14764117
545,0.095144264
546,0.19974351
547,0.24052022
548,0.2907309
549,0.17554075
550,0.08358136
551,0.5308422
552,0.9231873
553,0.2574294
554,0.13319157
555,0.19834352
556,0.20447728
557,0.35132274
558,0.06352233
559,0.32190588
560,0.20664065
561,0.9562006
562,0.21501924
563,0.10202669
564,0.055621725
565,0.18129835
566,0.21796143
567,0.12957628
568,0.5622062
569,0.30855992
570,0.2763433
571,0.54372114
572,1.2427583
573,0.20018218
574,0.08627277
575,0.121444516
576,0.35494238
577,0.21682967
578,4.498883
579,0.22287874
580,0.05222818
581,0.05222818
582,0.075902715
583,0.056964446
584,0.6822271
585,0.27042586
586,0.09327332
587,1.1406897
588,4.745761
589,0.42131045
590,1.2588334
591,0.550964
592,2.8316243
593,0.15912002
594,0.22101763
595,0.31420797
596,0.19416122
597,0.05782657
598,0.111704834
599,0.08732846
600,0.24241416
601,0.34756756
602,0.05779408
603,0.06066574
604,0.12998319
605,0.10938393
606,0.21506985
607,0.45926604
608,0.1287084
609,0.4484411
610,0.39097324
611,0.8136534
612,0.056264073
613,0.056264073
614,0.055598732
615,1.1866748
616,0.7004637
617,0.47893113
618,0.70628566
619,0.10948644
620,0.20821324
621,4.328807
622,1.2464299
623,0.5682754
624,0.90050906
625,0.24032302
626,0.3531572
627,0.24088638
628,0.22832306
629,0.25502867
630,0.15877676
631,0.058509972
632,0.31670454
633,0.2679648
634,0.47116467
635,0.1723388
636,0.31412327
637,0.1492049
638,0.2371477
639,0.12224583
640,0.76306194
641,0.9090416
642,0.51490366
643,0.10837069
644,0.14721629
645,0.2290487
646,0.5869374
647,0.11936706
648,0.09823985
649,0.46516675
650,0.2763166
651,0.9412697
652,0.45454165
653,0.14249346
654,0.41677597
655,0.40864787
656,0.94039994
657,0.13337733
658,0.086081885
659,0.12786946
660,0.395685
661,0.2583419
662,0.058509972
663,0.89922637
664,0.14654292
665,0.55404204
666,0.12896502
667,0.28877908
668,0.74715847
669,0.54358715
670,0.094697945
671,0.22570676
672,0.12902424
673,0.76503646
674,0.1837198
675,0.24209574
676,0.7203308
677,0.51383257
678,0.3921144
679,0.26980984
680,0.103408344
681,0.19151032
682,0.12786946
683,0.06789221
684,0.74715847
685,0.6438874
686,0.8210708
687,0.44889855
688,0.21739098
689,0.30328128
690,0.14782116
691,0.19131912
692,0.20431785
693,0.21421269
694,0.12314849
695,0.7141614
696,0.26393753
697,0.13863878
698,0.22507666
699,0.7068074
700,2.4125059
701,0.18601781
702,1.535587
703,1.3370893
704,0.05782657
705,0.21956274
706,0.097428106
707,0.1356102
708,0.17838527
709,1.9338393
710,0.6904667
711,0.38666573
712,0.13141473
713,0.44731566
714,0.2553682
715,0.12093682
716,0.32349977
717,0.1794017
718,0.06009725
719,1.2930896
720,0.14976664
721,0.38923943
722,0.38349286
723,2.0074348
724,0.10871065
725,0.34561354
726,0.83732873
727,1.4849933
728,0.26393753
729,1.4362615
730,0.11745287
731,0.15151507
732,1.387046
733,0.36653367
734,1.4160204
735,0.1458075
736,0.44235227
737,0.41945815
738,0.2321268
739,0.23597315
740,0.21575421
741,0.18727481
742,0.14771277
743,0.9205811
744,0.7217024
745,0.5974887
746,0.6994261
747,0.7329244
748,0.6336549
749,0.434081
750,0.28815222
751,0.075388156
752,0.3546861
753,0.21781775
754,2.3607218
755,0.8906695
756,0.13392836
757,0.30182552
758,0.08295412
759,0.26493382
760,0.69970864
761,0.4639039
762,0.39613253
763,1.750245
764,0.18134613
765,0.3477541
766,0.20517066
767,0.88276213
768,0.8247226
769,0.63750196
770,0.6377366
771,0.061956782
772,0.81795263
773,0.28891695
774,0.63836396
775,0.18089083
776,0.4599088
777,0.56123555
778,0.13238186
779,0.2736408
780,0.19147013
781,1.3317991
782,0.7584646
783,0.572309
784,0.16385709
785,2.606905
786,1.8605366
787,0.9274331
788,0.39188862
789,0.47051755
790,0.20299245
791,0.16385709
792,0.16385709
793,3.8529835
794,0.121444516
795,0.58953065
796,0.7323986
797,2.296944
798,0.16385709
799,1.8293222
800,0.19187295
801,0.12051439
802,0.64076144
803,0.42396346
804,0.1368731
805,0.14920303
806,0.37641987
807,0.23160909
808,0.5437271
809,0.066150784
810,0.66665167
811,0.44174892
812,0.43794644
813,0.19040772
814,0.115149036
815,0.46492052
816,0.28188097
817,0.075051695
818,0.3881884
819,0.2529154
820,0.31942803
821,0.13492882
822,0.31785884
823,0.21599796
824,0.21483746
825,0.16868609
826,0.25688344
827,0.28676254
828,0.14341068
829,0.2313107
830,1.1559286
831,0.114168815
832,0.11905561
833,0.42690593
834,0.5383303
835,0.22429469
836,0.25911653
837,0.43425313
838,0.49328727
839,0.13404432
840,0.080130614
841,0.22121114
842,0.12332917
843,0.05638661
844,0.58126116
845,0.06528098
846,0.1099813
847,0.3134717
848,0.14902559
849,0.14387634
850,0.1709778
851,0.21341746
852,0.6576009
853,0.1338261
854,0.40917677
855,0.35606363
856,0.37209952
857,0.7562976
858,0.1934562
859,0.4023195
860,0.21501924
861,0.17384571
862,0.41480145
863,0.3269094
864,0.4556414
865,0.8099464
866,0.61611617
867,0.26151726
868,0.7025062
869,0.12945686
870,0.27894336
871,0.17159842
872,0.15954708
873,0.37313905
874,0.3596166
875,0.6573559
876,0.2877398
877,0.17326437
878,0.35668448
879,0.35399696
880,0.1935789
881,0.5696234
882,0.5587212
883,0.9355107
884,0.37383592
885,0.8939385
886,0.22967125
887,0.236376
888,0.27730015
889,0.24161004
890,0.44092697
891,0.64223343
892,0.4689957
893,0.15510826
894,0.40306675
895,0.122492224
896,0.21707995
897,0.14991385
898,0.25862494
899,0.3892419
900,0.13448231
901,1.4718388
902,0.11414656
903,0.34816965
904,0.79174614
905,0.78640866
906,1.3820775
907,0.59446394
908,0.8763187
909,0.58062786
910,0.2875189
911,0.14191312
912,0.88981587
913,0.49267954
914,0.06812699
915,0.260235
916,0.24040204
917,0.0739424
918,0.22133377
919,0.53244895
920,0.16203503
921,1.1548922
922,0.14388114
923,0.16672617
924,0.2470977
925,0.2768243
926,0.30513313
927,0.12510847
928,0.6063011
929,0.600068
930,0.11589506
931,0.18280047
932,0.46429518
933,0.27834985
934,0.26305184
935,0.3576933
936,0.2759283
937,0.34427288
938,0.14903098
939,0.14651483
940,0.10858291
941,0.3738183
942,0.15290566
943,0.77785647
944,0.26487297
945,0.082569376
946,0.17260936
947,0.20004453
948,0.23781614
949,0.27117532
950,0.3849822
951,0.077232406
952,0.07986881
953,0.12943657
954,0.32997057
955,0.25627288
956,0.6297046
957,0.07802635
958,0.92832124
959,0.61994386
960,0.2903289
961,0.101959586
962,0.4071428
963,0.09379754
964,0.8848682
965,0.26605517
966,0.23177744
967,0.43707293
968,0.16286805
969,0.2495494
970,0.11052219
971,0.197647
972,0.09873782
973,0.13793989
974,0.17670916
975,0.09204311
976,0.1722736
977,0.9480376
978,0.56851697
979,1.2782942
980,0.3340296
981,0.1615211
982,0.6161803
983,0.089048244
984,0.10178405
985,0.6254526
986,0.70494205
987,0.39222208
988,0.2838052
989,0.31330264
990,1.1362427
991,0.5439118
992,0.16886239
993,2.0566301
994,0.5685906
995,0.30584213
996,0.13276719
997,0.56520814
998,0.20840104
999,0.112590946
1000,0.90838856
1001,0.25653976
1002,0.96020347
1003,0.22576763
1004,0.17149445
1005,0.29507384
1006,0.10181465
1007,0.13592333
1008,0.7534273
1009,0.19280311
1010,0.13109891
1011,0.19630527
1012,0.68626493
1013,1.5932459
1014,0.346438
1015,1.1330044
1016,0.056936685
1017,0.09840773
1018,0.252212
1019,0.3867586
1020,0.23526719
1021,0.39616993
1022,0.088872544
1023,0.16721962
1024,0.86734706
1025,0.10136175
1026,0.6759023
1027,0.42471275
1028,0.6750101
1029,0.13661465
1030,0.21326014
1031,0.5646123
1032,1.1347628
1033,0.054874927
1034,0.8009352
1035,0.15377241
1036,0.13367517
1037,1.234387
1038,0.37099326
1039,0.080889754
1040,0.7239357
1041,0.17892133
1042,0.4215332
1043,0.16994199
1044,0.3591275
1045,0.1279297
1046,0.4276826
1047,0.25573704
1048,0.09410975
1049,0.3910698
1050,0.4290049
1051,0.41428164
1052,0.93924606
1053,0.61188054
1054,0.35894305
1055,0.4312178
1056,0.45666304
1057,0.5162791
1058,0.12651494
1059,1.9213542
1060,0.24471481
1061,0.38047725
1062,0.07210461
1063,0.17128374
1064,0.62107295
1065,0.17326437
1066,0.26813942
1067,0.35385716
1068,0.14425471
1069,0.22735502
1070,0.2569942
1071,0.07250989
1072,0.09327332
1073,0.23114373
1074,0.19683212
1075,0.2263694
1076,0.37643775
1077,3.681701
1078,2.0615304
1079,2.7941213
1080,0.13761577
1081,0.44289297
1082,0.10547744
1083,0.45642424
1084,0.14899987
1085,0.17423707
1086,0.10431446
1087,0.40178475
1088,0.46257195
1089,0.77901936
1090,1.8215966
1091,0.5977602
1092,1.1459224
1093,0.10322529
1094,0.16700605
1095,0.14707357
1096,0.64271003
1097,0.3710322
1098,1.6222723
1099,0.5464075
1100,0.29089606
1101,0.20133573
1102,0.23375472
1103,0.5293494
1104,1.035931
1105,0.20379531
1106,0.39268115
1107,0.47192103
1108,0.096463315
1109,0.72872066
1110,0.29366806
1111,0.07180472
1112,0.37494302
1113,0.15088521
1114,0.21375246
1115,0.08435019
1116,0.15955636
1117,0.0702111
1118,0.29827768
1119,0.224952
1120,0.30436257
1121,0.13417624
1122,0.25823367
1123,0.04116878
1124,0.26195875
1125,0.17579204
1126,0.3029071
1127,0.17962064
1128,0.17336349
1129,0.14583077
1130,0.109781235
1131,0.21599796
1132,0.3602887
1133,0.12543133
1134,0.15732786
1135,0.19461621
1136,0.21868794
1137,1.1464474
1138,0.3676477
1139,0.18044715
1140,0.19163932
1141,0.15236078
1142,0.14796618
1143,0.09740319
1144,0.19534324
1145,0.32000902
1146,0.20896165
1147,0.3881884
1148,0.15393233
1149,0.22636929
1150,0.15954672
1151,0.22582093
1152,0.07520821
1153,0.23328124
1154,0.47245944
1155,0.1298317
1156,0.20111652
1157,1.7362251
1158,2.56412
1159,0.36322924
1160,0.12698448
1161,0.24656397
1162,0.27118868
1163,0.11297717
1164,0.10573795
1165,0.11722519
1166,0.16255239
1167,0.48788592
1168,0.13678697
1169,0.29678583
1170,0.5906233
1171,0.28425238
1172,0.14681405
1173,0.0866067
1174,0.059580468
1175,0.059580468
1176,0.059580468
1177,0.07809929
1178,0.17433175
1179,0.1633426
1180,0.22334194
1181,0.39800498
1182,0.18979442
1183,0.15982302
1184,0.39491674
1185,0.19318286
1186,0.13602856
1187,0.3881884
1188,0.19194855
1189,1.0074252
1190,0.22201669
1191,0.09530104
1192,0.37544608
1193,1.1414388
1194,0.08146531
1195,0.80789363
1196,0.24386884
1197,0.19312698
1198,0.16130067
1199,0.93885946
1200,0.57306975
1201,0.18855217
1202,0.088872544
1203,0.2060236
1204,0.21682967
1205,1.376781
1206,0.32585648
1207,0.18450092
1208,0.10771211
1209,0.08694104
1210,0.20829917
1211,0.16129611
1212,2.524826
1213,1.1909691
1214,0.2812821
1215,0.1366563
1216,0.27665877
1217,0.8314396
1218,0.3295672
1219,0.2282686
1220,0.124060854
1221,0.17589124
1222,0.16781534
1223,0.20431785
1224,0.2219453
1225,0.06094279
1226,0.15339306
1227,0.17836818
1228,0.43398896
1229,0.38365918
1230,0.30283386
1231,0.43067017
1232,0.37261173
1233,0.17364247
1234,0.21354544
1235,0.46850708
1236,0.45635834
1237,0.29960647
1238,0.17836818
1239,1.3317991
1240,0.20057155
1241,0.5508116
1242,0.28786606
1243,0.38796836
1244,0.1809228
1245,0.20834687
1246,1.0584877
1247,0.47972122
1248,0.17109083
1249,0.24615987
1250,0.2612598
1251,0.056382008
1252,0.097410835
1253,0.21134566
1254,0.29847556
1255,0.10815399
1256,0.63565874
1257,0.13179801
1258,0.103408344
1259,0.34553024
1260,0.21268289
1261,0.2578672
1262,0.14992803
1263,0.09149434
1264,0.9604832
1265,0.4286627
1266,0.18998684
1267,1.0395464
1268,0.2648537
1269,0.26493382
1270,0.47074863
1271,0.1898663
1272,0.12621458
1273,0.35131952
1274,0.11722519
1275,0.1830311
1276,0.24642201
1277,0.36653367
1278,1.8758411
1279,0.32207316
1280,0.18431613
1281,0.17451274
1282,0.23271115
1283,0.11271587
1284,0.4646753
1285,0.26307
1286,0.121500365
1287,0.5136454
1288,0.080889754
1289,0.270553
1290,0.13139525
1291,0.5753122
1292,0.49777186
1293,0.19440086
1294,0.384602
1295,0.32158026
1296,0.22193526
1297,0.22175816
1298,0.5826392
1299,0.26869762
1300,0.3593932
1301,0.70890963
1302,0.29570863
1303,0.43677145
1304,0.6800777
1305,0.3021943
1306,0.16129611
1307,0.15756707
1308,0.14851941
1309,0.15321602
1310,0.08820954
1311,0.18037035
1312,0.3811729
1313,0.27696124
1314,0.4259842
1315,0.11686384
1316,0.28732103
1317,0.16345835
1318,0.5078713
1319,0.20760655
1320,0.23818637
1321,0.17771105
1322,0.3881884
1323,0.23191148
1324,0.13572988
1325,0.3685879
1326,0.060558055
1327,0.13598798
1328,0.2422663
1329,0.14792126
1330,0.06352233
1331,0.8927147
1332,0.14361247
1333,2.332064
1334,0.72726023
1335,0.09303805
1336,0.48196274
1337,0.3261646
1338,0.70579875
1339,0.24494787
1340,0.11722519
1341,0.11722519
1342,0.2201489
1343,0.12395566
1344,0.046719197
1345,0.06932456
1346,0.11722519
1347,0.15294786
1348,0.19509843
1349,0.5491932
1350,0.07682502
1351,0.15763934
1352,0.07944331
1353,0.23161516
1354,0.20580986
1355,0.6132374
1356,0.42942873
1357,0.16751605
1358,0.24248363
1359,0.46747705
1360,0.7112769
1361,0.4702351
1362,0.2259461
1363,0.22181968
1364,0.29479894
1365,0.22681914
1366,0.1864795
1367,0.18070021
1368,0.2100572
1369,0.328941
1370,0.5526716
1371,0.074435726
1372,0.13115546
1373,0.17844868
1374,0.16277133
1375,0.22035639
1376,0.3069482
1377,0.08757412
1378,0.20938955
1379,0.256669
1380,0.26952422
1381,0.13104562
1382,0.30216467
1383,0.3674677
1384,0.24757269
1385,0.5594608
1386,0.26123375
1387,0.13945958
1388,0.31501603
1389,0.50257254
1390,0.39425132
1391,0.091648765
1392,0.16831084
1393,0.0870794
1394,0.14237161
1395,0.24445374
1396,0.40498
1397,0.32086238
1398,0.23631307
1399,0.13991207
1400,0.34345987
1401,0.36531755
1402,0.25272873
1403,1.1080449
1404,0.28676254
1405,0.09288249
1406,0.13347225
1407,0.06001659
1408,0.11396117
1409,0.106401525
1410,0.13129444
1411,0.08721936
1412,0.20834687
1413,0.256618
1414,0.13977365
1415,0.07429177
1416,0.14193468
1417,0.65115917
1418,0.12360198
1419,0.23279743
1420,0.2514568
1421,0.29525736
1422,0.23545757
1423,0.1941028
1424,0.11710129
1425,0.10869982
1426,0.45362625
1427,0.19483578
1428,0.11870314
1429,0.12690865
1430,0.09372983
1431,0.14758486
1432,0.49858183
1433,0.118922286
1434,0.67079437
1435,0.22025906
1436,0.08643537
1437,0.11988447
1438,0.14803249
1439,0.12723628
1440,0.16048999
1441,0.11959482
1442,0.24946421
1443,0.13489601
1444,0.15580685
1445,0.20850833
1446,0.19147013
1447,0.3911664
1448,0.22966157
1449,0.32974255
1450,0.13878275
1451,0.8775248
1452,0.3842977
1453,0.14032546
1454,0.15805972
1455,0.21049462
1456,0.10983852
1457,0.0639934
1458,0.32898283
1459,0.99840516
1460,0.25128314
1461,0.1451368
1462,0.2256629
1463,0.29342237
1464,0.12475557
1465,0.17966375
1466,0.2363823
1467,0.35402733
1468,0.3683876
1469,0.16190116
1470,0.2284715
1471,0.28707084
1472,0.24988066
1473,0.14577566
1474,0.20555373
1475,0.38510296
1476,0.15636575
1477,0.33701015
1478,0.17023581
1479,0.34660736
1480,0.16275245
1481,0.1690653
1482,0.72536063
1483,0.097264275
1484,0.072475746
1485,0.10851105
1486,0.1690653
1487,0.14881942
1488,0.12551935
1489,0.41258755
1490,0.8852202
1491,0.23684555
1492,0.2827393
1493,0.06968398
1494,0.15538673
1495,0.08580541
1496,0.08185381
1497,2.0193815
1498,0.45911646
1499,0.124149285
1500,0.13515335
1501,0.075284444
1502,0.20393313
1503,0.22410972
1504,0.12789859
1505,0.14034784
1506,0.14686793
1507,0.0766759
1508,0.24860568
1509,0.27463043
1510,0.12140281
1511,0.15717834
1512,0.07520821
1513,0.07672862
1514,0.4545155
1515,0.042236023
1516,0.12139521
1517,0.18758458
1518,0.13706866
1519,0.23235206
1520,0.11373329
1521,0.4545155
1522,0.38201925
1523,0.20475496
1524,0.22389361
1525,0.1934562
1526,0.095802374
1527,0.20829281
1528,0.073202066
1529,0.24594456
1530,0.15103275
1531,0.6132374
1532,0.12228082
1533,0.16435044
1534,0.16435044
1535,0.17284128
1536,0.48980966
1537,0.060518898
1538,0.29076135
1539,0.12766501
1540,0.05638661
1541,0.0812569
1542,0.62625647
1543,0.1929334
1544,0.10435363
1545,0.06083333
1546,3.6263878
1547,0.11323451
1548,0.21382442
1549,0.11864505
1550,0.137247
1551,0.4543491
1552,0.28496698
1553,0.07557325
1554,0.12943657
1555,0.30495206
1556,0.14450806
1557,0.16996266
1558,0.12297371
1559,0.06987768
1560,0.09807557
1561,0.23182009
1562,0.12607946
1563,0.3318061
1564,0.6434354
1565,0.15355083
1566,0.25568742
1567,0.11880572
1568,0.14523757
1569,0.077850126
1570,0.11871339
1571,0.35290727
1572,0.044204507
1573,1.6222723
1574,0.5643833
1575,0.2784348
1576,0.69618934
1577,0.061961737
1578,0.15327804
1579,0.0554771
1580,0.07227851
1581,0.09727148
1582,0.6224181
1583,0.16903229
1584,0.24991831
1585,0.019601166
1586,0.018377066
1587,0.4230327
1588,0.061961737
1589,0.07914498
1590,0.08435019
1591,0.057381596
1592,0.4502269
1593,0.13554098
1594,0.12776057
1595,0.13108335
1596,0.056238092
1597,0.2927317
1598,0.11722519
1599,0.06416761
1600,0.08791288
1601,0.07631437
1602,0.14092922
1603,0.30266494
1604,0.49410746
1605,0.05986817
1606,0.055587806
1607,0.056238092
1608,0.5173507
1609,0.17723086
1610,0.12054351
1611,0.19147013
1612,0.23489495
1613,0.4170106
1614,0.1650287
1615,0.26363555
1616,0.053163383
1617,0.058760628
1618,0.529051
1619,0.055176176
1620,0.08298399
1621,0.58547837
1622,0.19860715
1623,0.06083333
1624,0.056964446
1625,0.057235494
1626,0.49410746
1627,0.6932137
1628,0.07633013
1629,0.31412327
1630,0.15271652
1631,0.12645753
1632,0.06614108
1633,0.08062218
1634,0.080771096
1635,0.10028082
1636,0.09692496
1637,0.05548204
1638,0.10802339
1639,3.6263878
1640,0.08977798
1641,0.05479353
1642,0.09698101
1643,0.09839591
1644,0.12156058
1645,0.13309318
1646,0.09807557
1647,0.45255855
1648,0.07699902
1649,0.07182532
1650,0.05479353
1651,0.08672551
1652,0.19845712
1653,0.33347267
1654,0.61985326
1655,0.28440627
1656,0.24942191
1657,0.28347513
1658,0.16583152
1659,0.2459529
1660,0.108287156
1661,0.07107549
1662,0.20385501
1663,0.21807255
1664,0.85905886
1665,0.10164129
1666,0.14162464
1667,0.21341746
1668,0.21144433
1669,0.13274084
1670,0.12976629
1671,0.17345335
